"","lat","lon","cpue.mt.skqm","year"
"1",28.5351666666667,-94.5955,0.0442183908496731,2003
"2",28.6285,-94.4738333333333,0.00706523299547409,2003
"3",28.7675,-94.5918333333333,0.0122234378738661,2003
"4",28.8218333333333,-94.5818333333333,0.0177118191995074,2003
"5",28.8613333333333,-94.365,0.0013348307380124,2003
"6",28.4885,-94.3383333333333,0.00417222581805974,2003
"7",28.452,-94.3313333333333,0.00962320923579475,2003
"8",28.322,-94.3191666666667,0.0117358062873578,2003
"9",28.28,-94.3395,0.0127923970716221,2003
"10",28.2335,-94.3471666666667,0.0128150641584893,2003
"11",28.1888333333333,-94.3605,0.0119179626014814,2003
"12",28.2918333333333,-94.3603333333333,0.0118772936137964,2003
"13",28.246,-94.3603333333333,0.00581578875193152,2003
"14",28.1968333333333,-94.3703333333333,0.00959572938223897,2003
"15",28.0303333333333,-94.301,0.224035324532997,2003
"16",28.609,-93.9015,0.00954158391413837,2003
"17",28.9158333333333,-94.1306666666667,0.0192108520608013,2003
"18",28.9108333333333,-93.8783333333333,0.0177233469589332,2003
"19",28.938,-93.9228333333333,0.0768644729521307,2003
"20",28.6511666666667,-93.7176666666667,0.0115966703488588,2003
"21",28.8408333333333,-93.5063333333333,0.00107647964944414,2003
"22",29.0421666666667,-93.8245,0.00689532216547897,2003
"23",29.159,-93.9365,0.00884260493503565,2003
"24",29.1836666666667,-93.9406666666667,0.0116378527492397,2003
"25",29.363,-93.4258333333333,0.00032668803808612,2003
"26",29.2843333333333,-93.5151666666667,0.00120403083602134,2003
"27",29.1636666666667,-93.3931666666667,0.00153337792485288,2003
"28",28.6665,-93.4008333333333,0.0265176262772389,2003
"29",28.6565,-93.4091666666667,0.00729614871401738,2003
"30",28.679,-93.4063333333333,0.00778430455445685,2003
"31",28.4555,-93.3818333333333,0.000198758727147156,2003
"32",28.5398333333333,-93.6321666666667,0.00640968371167702,2003
"33",28.4753333333333,-93.6863333333333,0.0126027587094225,2003
"34",28.1756666666667,-93.7256666666667,0.00321524422133575,2003
"35",28.0648333333333,-93.7711666666667,0.0764165882092105,2003
"36",28.3136666666667,-93.517,0.00179111243000067,2003
"37",28.1735,-93.4586666666667,0.00256260324401845,2003
"38",28.4046666666667,-92.6711666666667,0.00244859690824839,2003
"39",28.5811666666667,-93.1038333333333,0.0110639044680799,2003
"40",28.8985,-93.1753333333333,0.001608266660952,2003
